sequencing_ID;lab_ID;SR_sample_accession;SR_lane_accession;LR_sample_accession;LR_run_accession;ST;HC0;HC900_ceBG;HC2000_super_lineage;lineage;BAPS_level1;BAPS_level2;qc;included;serotype_lab;country_of_isolation;year_of_isolation;source;institute;travel_origin;city_Orphanage_Ethiopia;remarks;AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN;BETA-LACTAM;CEPHALOSPORIN;CHLORAMPHENICOL;GENTAMICIN;GENTAMICIN/KANAMYCIN/TOBRAMYCIN;KANAMYCIN;MACROLIDE;MACROLIDE-AZI;QUATERNARY AMMONIUM;QUINOLONE;QUINOLONE/TRICLOSAN;RIFAMYCIN;STREPTOMYCIN;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM;aac(3)-IId;aac(3)-IIe;aac(3)-IIg;aac(6')-IIc;aac(6')-Ib-cr5;aadA1;aadA2;ant(2'')-Ia;aph(3'')-Ib;aph(3')-Ia;aph(6)-Id;arr;blaCARB-4;blaCTX-M;blaCTX-M-15;blaOXA;blaOXA-1;blaOXA-10;blaPSE;blaSCO;blaSCO-1;blaSHV;blaSHV-12;blaTEM;blaTEM-1;catA1;catA2;catB3;cmlA5;dfrA1;dfrA12;dfrA14;dfrA15;dfrA19;dfrA23;dfrA5;dfrA7;ere(A);floR;gyrA_S83F;mph(A);mph(E);msr(E);qacE;qacEdelta1;qacL;qnrA;qnrA1;qnrB;qnrB1;qnrB2;qnrS1;sul1;sul2;tet(A);tet(D);Col(BS512)_1;Col156_1;Col440II_1;Col440I_1;Col8282_1;ColRNAI_1;IncA/C2_1;IncFIA(HI1)_1_HI1;IncFIB(pHCM2)_1_pHCM2;IncFII(S)_1;IncFII(p96A)_1_p96A;IncFII(pRSB107)_1_pRSB107;IncHI1A(CIT)_1_pNDM-CIT;IncHI1B(CIT)_1_pNDM-CIT;IncHI1B(R27)_1_R27;IncHI2A_1;IncHI2_1;IncI1_1_Alpha;IncL/M(pMU407)_1_pMU407;IncN_1;IncQ1_1;IncX4_1;IncX4_2;IncY_1;p0111_1
SRS3499735;553780;SRS3499735;SRR7469053;NA;NA;139022;139022;7922;750;6;5;16;pass;yes;NA;UK;2018;human;UKHSA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FD01846390;GR890;ERS3943559�;ERR3635344;NA;NA;210188;210188;7922;750;5;2;6;pass;yes;Concord;Ethiopia;2006;stool;Jimma University;Ethiopia;Addis Ababa;NA;0;1;1;1;1;1;0;1;0;2;1;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;1;0;1;1;0;1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0
32640_1_25;75232;ERS3779232;ERR9516188;NA;NA;307494;307494;7922;750;5;2;4;pass;yes;6,7:l,v:-;France;2007;human;Institut Pasteur;NA;NA;same patient as 32640_1_349, but isolated three days after 32640_1_349;0;1;2;1;1;1;0;1;1;2;1;0;1;2;2;2;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;2;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0
NA;2013K-0468;SRS723480;SRR1614890;NA;NA;19824;19824;7922;750;5;2;5;pass;yes;NA;USA;NA;NA;CDC;NA;NA;NA;0;1;2;1;1;1;0;1;0;2;1;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0
NA;PNUSAS045588;SRS3540703;SRR7514404;NA;NA;137027;137027;7922;750;6;5;16;pass;yes;NA;USA;NA;NA;CDC;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NA;FDA1086413-C002-001;SRS4019346;SRR8159842;NA;NA;151181;151181;7922;750;6;5;16;pass;yes;NA;Israel;2018;Tahini;FDA CFSAN;Israel;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NA;FDA1086413-C001-001;SRS4017967;SRR8159839;NA;NA;151211;151211;7922;750;6;5;16;pass;yes;NA;Israel;2018;Tahini;FDA CFSAN;Israel;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NA;PNUSAS063364;SRS4150916;SRR8327695;NA;NA;215564;215564;7922;750;6;5;16;pass;yes;NA;USA;2018;food;CDC;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NA;PNUSAS062706;SRS4118495;SRR8294664;NA;NA;215573;215573;7922;750;6;5;16;pass;yes;NA;USA;2018;NA;CDC;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NA;201804751;NA;Salm201804751_S5;NA;NA;300650;300650;7922;750;6;5;16;pass;yes;NA;France;2018;stool;Institut Pasteur;NA;NA;uploaded via enterobase;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32640_1_98;68404;ERS3779243;ERR9516225;NA;NA;307442;307442;7922;750;8;5;15;pass;yes;Concord;France;2006;human;Institut Pasteur;Ethiopia;NA;NA;0;2;1;1;0;1;0;0;0;1;0;0;0;2;2;0;1;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0
32640_1_131;2_81;ERS3779253;ERR9516241;NA;NA;307428;307428;7922;750;8;5;19;pass;yes;Concord;France;1981;environment;Institut Pasteur;NA;NA;environment (toilette plane);NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32640_1_79;4_79;ERS3779257;ERR9516214;NA;NA;307445;307445;7922;750;8;5;19;pass;yes;Concord;France;1979;stool;Institut Pasteur;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32640_1_144;1_82;ERS3779258;ERR9516247;NA;NA;307418;307418;7922;750;NA;5;19;pass;yes;Concord;France;1982;stool;Institut Pasteur;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32640_1_160;2_70;ERS3779264;ERR9516255;NA;NA;307723;307723;7922;750;NA;5;19;pass;yes;Concord;France;1970;blood;Institut Pasteur;Djibouti;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32640_1_89;1_75;ERS3779265;ERR9516220;NA;NA;307440;307440;7922;750;NA;5;19;pass;yes;Concord;France;1975;stool;Institut Pasteur;NA;NA;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32640_1_164;3_75;ERS3779266;ERR9516257;NA;NA;307471;307471;7922;750;8;5;19;pass;yes;Concord;France;1975;stool;Institut Pasteur;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0
32640_1_93;2_75;ERS3779267;ERR9516222;NA;NA;307934;307934;7922;750;NA;5;19;pass;yes;Concord;France;1975;stool;Institut Pasteur;NA;NA;NAvy hospital Toulon;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32640_1_101;1_90;ERS3779271;ERR9516226;NA;NA;307437;307437;7922;750;8;5;15;pass;yes;Concord;France;1990;human;Institut Pasteur;NA;NA;NA;0;2;0;1;1;0;0;0;0;1;0;0;0;3;2;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;100;0;0;0;0
32640_1_105;5_80;ERS3779270;ERR9516228;NA;NA;307816;307816;7922;750;8;5;18;pass;yes;Concord;France;1980;stool;Institut Pasteur;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32640_1_118;937196;ERS3779274;ERR9516234;NA;NA;307455;307455;7922;750;8;5;18;pass;yes;Concord;France;1993;stool;Institut Pasteur;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32640_1_134;68405;ERS3779288;ERR9516242;NA;NA;307430;307430;7922;750;8;5;15;pass;yes;Concord;France;2006;human;Institut Pasteur;Ethiopia;NA;Adoptee from Ethiopia;0;2;1;1;0;1;0;0;0;1;0;0;0;2;2;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0
32640_1_264;68315;ERS3779359;ERR9516307;NA;NA;307530;307530;7922;750;8;5;15;pass;yes;Concord;France;2006;stool;Institut Pasteur;Ethiopia;NA;NA;0;2;1;1;0;1;0;0;0;1;0;0;0;2;2;0;1;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0
32640_1_328;H04340470;ERS3779188;ERR9516339;SAMEA110144040;ERR9855652;307510;307510;7922;750;8;5;18;pass;yes;Concord;UK;2004;human;DTU Denmark;NA;NA;Nanopore reference genome;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32640_1_376;H05456044c;ERS3779201;ERR9516358;NA;NA;307488;307488;7922;750;8;5;19;pass;yes;Concord;UK;2005;human;DTU Denmark;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32640_1_68;74926;ERS3779219;ERR9516209;NA;NA;307464;307464;7922;750;8;5;19;pass;yes;Concord;NA;NA;NA;DTU Denmark;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SRS5777896;850890;SRS5777896;SRR10604677;SAMEA110144041;ERR9855653;218072;218072;7922;750;8;5;19;pass;yes;NA;UK;2019;human;UKHSA;NA;NA;Nanopore reference genome;1;1;2;2;1;0;0;0;0;0;1;0;0;3;1;1;1;0;1;0;0;1;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0
SRS4470689;186605;SRS4470689;SRR8706130;NA;NA;174245;174245;7922;750;8;5;19;pass;yes;NA;UK;2015;human;UKHSA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SRS3424322;311174;SRS3424322;SRR7350870;NA;NA;152158;152158;7922;750;8;5;18;pass;yes;NA;UK;2016;human;UKHSA;Saudi Arabia;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SRS3418706;137139;SRS3418706;SRR7343938;NA;NA;127095;127095;7922;750;8;5;18;pass;yes;NA;UK;2015;human;UKHSA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SRS3415610;241825;SRS3415610;SRR7310602;NA;NA;126919;126919;7922;750;8;5;18;pass;yes;NA;UK;2016;human;UKHSA;England;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SRS902292;24994;SRS902292;SRR1965653;NA;NA;26665;26665;7922;750;8;5;18;pass;yes;NA;UK;2014;human;UKHSA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;;;;;;;;;;;;;;;;;;;;;
32640_1_64;64354;ERS3779218;ERR9516207;NA;NA;307457;307457;7922;750;8;5;19;pass;yes;Concord;NA;NA;NA;DTU Denmark;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NA;948548;SRS6752352;SRR11903203;NA;NA;233606;233606;7922;750;7;5;17;pass;yes;NA;UK;2020;human;UKHSA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NA;950932;SRS6773416;SRR11927779;NA;NA;234081;234081;7922;750;7;5;17;pass;yes;NA;UK;2020;human;UKHSA;England;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NA;950863;SRS6773408;SRR11927771;NA;NA;234235;234081;7922;750;7;5;17;pass;yes;NA;UK;2020;human;UKHSA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NA;950904;SRS6773405;SRR11927768;NA;NA;234081;234081;7922;750;7;5;17;pass;yes;NA;UK;2020;human;UKHSA;England;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NA;FDA1150974-C002-001;SRS7853095;SRR13221299;NA;NA;250861;250861;7922;750;7;5;17;pass;yes;NA;Turkey;2020;halva;FDA CFSAN;Turkey;NA;diabetic halva with pistachio;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NA;FDA1150970-C002-001;SRS7852629;SRR13220802;NA;NA;250866;250866;7922;750;7;5;17;pass;yes;NA;Turkey;2020;halva;FDA CFSAN;Turkey;NA;plain halva;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NA;FDA1150970-C001-001;SRS7852316;SRR13220459;NA;NA;250832;250832;7922;750;7;5;17;pass;yes;NA;Turkey;2020;halva;FDA CFSAN;Turkey;NA;plain halva;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NA;1125492;SRS8419608;SRR13918193;NA;NA;263024;263024;7922;750;7;5;17;pass;yes;NA;UK;2021;human;UKHSA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NA;1148306;SRS8624850;SRR14130612;NA;NA;271610;267712;7922;750;7;5;17;pass;yes;NA;UK;2021;human;UKHSA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NA;1152312;SRS8698624;SRR14232206;NA;NA;267712;267712;7922;750;7;5;17;pass;yes;NA;UK;2021;human;UKHSA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NA;FDA1157492-C002-005;SRS8730768;SRR14273000;NA;NA;250866;250866;7922;750;7;5;17;pass;yes;NA;Turkey;2021;nut spread;FDA CFSAN;Turkey;NA;mixed nut spread;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0
NA;1343601;SRS10124321;SRR15853772;NA;NA;250866;250866;7922;750;7;5;17;pass;yes;NA;UK;2021;human;UKHSA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
